t,y1e,y2e,y1o,y2o
0.03830,-260.2,10.5,-260.2,10.5
0.03840,-260.2,11.8,-260.2,11.8
0.03850,-260.1,13.1,-260.1,13.1
0.03860,-260.0,14.5,-260.0,14.5
0.03870,-259.9,15.8,-259.9,15.8
0.03880,-259.7,17.1,-259.7,17.1
0.03890,-259.5,18.5,-259.5,18.5
0.03900,-259.2,19.8,-259.2,19.8
0.03910,-258.9,21.1,-258.9,21.1
0.03920,-258.6,22.4,-258.6,22.4
0.03930,-258.2,23.8,-258.2,23.8
0.03940,-257.7,25.1,-257.7,25.1
0.03950,-257.2,26.4,-257.2,26.4
0.03960,-256.7,27.7,-256.7,27.7
0.03970,-256.1,29.1,-256.1,29.1
0.03980,-255.5,30.4,-255.5,30.4
0.03990,-254.9,31.7,-254.9,31.7
0.04000,-254.2,33.0,-254.2,33.0
0.04010,-253.4,34.4,-253.4,34.4
0.04020,-252.7,35.7,-252.7,35.7
0.04030,-251.8,37.0,-251.8,37.0
0.04040,-251.0,38.3,-251.0,38.3
0.04050,-250.0,39.6,-250.0,39.6
0.04060,-249.1,40.9,-249.1,40.9
0.04070,-248.1,42.2,-248.1,42.2
0.04080,-247.0,43.5,-247.0,43.5
0.04090,-246.0,44.8,-246.0,44.8
0.04100,-244.8,46.1,-244.8,46.1
0.04110,-243.7,47.4,-243.7,47.4
0.04120,-242.4,48.6,-242.4,48.6
0.04130,-241.2,49.9,-241.2,49.9
0.04140,-239.9,51.2,-239.9,51.2
0.04150,-238.6,52.5,-238.6,52.5
0.04160,-237.2,53.7,-237.2,53.7
0.04170,-235.7,55.0,-235.7,55.0
0.04180,-234.3,56.2,-234.3,56.2
0.04190,-232.8,57.5,-232.8,57.5
0.04200,-231.2,58.7,-231.2,58.7
0.04210,-229.6,59.9,-229.6,59.9
0.04220,-228.0,61.1,-228.0,61.1
0.04230,-226.3,62.4,-226.3,62.4
0.04240,-224.6,63.6,-224.6,63.6
0.04250,-222.9,64.8,-222.9,64.8
0.04260,-221.1,66.0,-221.1,66.0
0.04270,-219.2,67.1,-219.2,67.1
0.04280,-217.4,68.3,-217.4,68.3
0.04290,-215.5,69.5,-215.5,69.5
0.04300,-213.5,70.7,-213.5,70.7
0.04310,-211.5,71.8,-211.5,71.8
0.04320,-209.5,72.9,-209.5,72.9
0.04330,-207.4,74.1,-207.4,74.1
0.04340,-205.3,75.2,-205.3,75.2
0.04350,-203.2,76.3,-203.2,76.3
0.04360,-201.0,77.4,-201.0,77.4
0.04370,-198.8,78.5,-198.8,78.5
0.04380,-196.5,79.6,-196.5,79.6
0.04390,-194.2,80.7,-194.2,80.7
0.04400,-191.9,81.7,-191.9,81.7
0.04410,-189.5,82.8,-189.5,82.8
0.04420,-187.1,83.8,-187.1,83.8
